,Date,Team,Loc,Opp,WL,RS,RA,Name,ERA,FIP
2486,May 21,nationals,vs,DET,W,6,4,Joey Wentz,6.38,5.28
2487,May 23,nationals,vs,SDP,L,4,7,Yu Darvish,3.56,3.68
2488,May 24,nationals,vs,SDP,W,5,3,Ryan Weathers,3.42,4.47
2489,May 25,nationals,vs,SDP,L,6,8,Blake Snell,5.4,5.55
2490,May 26,nationals,at,KCR,W,12,10,Jordan Lyles,7.15,6.09
2491,May 27,nationals,at,KCR,W,4,2,Brady Singer,7.48,5.05
2492,May 28,nationals,at,KCR,L,2,3,Daniel Lynch,5.412842655433341,4.874726837766857
2493,May 29,nationals,at,LAD,L,1,6,Bobby Miller,1.8,1.88
2494,May 30,nationals,at,LAD,L,3,9,Tony Gonsolin,1.82,4.7
2495,May 31,nationals,at,LAD,W,10,6,Noah Syndergaard,6.27,4.51
2496,Jun 2,nationals,vs,PHI,W,8,7,Zack Wheeler,3.6,2.67
2497,Jun 3,nationals,vs,PHI,L,2,4,Matt Strahm,3.2,2.88
2498,Jun 4,nationals,vs,PHI,L,3,11,Ranger Suarez,7.13,4.02
2499,Jun 6,nationals,vs,ARI,L,5,10,Tommy Henry,3.73,5.21
2500,Jun 7,nationals,vs,ARI,L,2,6,Zach Davies,5.4,4.65
2501,Jun 9,nationals,at,ATL,L,2,3,AJ Smith-Shawver,0.0,2.0
2502,Jun 10,nationals,at,ATL,L,4,6,Jared Shuster,4.99,4.71
2503,Jun 11,nationals,at,ATL,W,6,2,Bryce Elder,2.26,3.63
2504,Jun 13,nationals,at,HOU,L,1,6,Hunter Brown,5.412842655433341,4.874726837766857
2505,Jun 14,nationals,at,HOU,L,4,5,Framber Valdez,5.412842655433341,4.874726837766857
2506,Jun 15,nationals,at,HOU,W,4,1,Cristian Javier,5.412842655433341,4.874726837766857
2507,Jun 16,nationals,vs,MIA,L,5,6,Sandy Alcantara,5.412842655433341,4.874726837766857
2508,Jun 17,nationals,vs,MIA,L,2,5,Braxton Garrett,5.412842655433341,4.874726837766857
2509,Jun 18,nationals,vs,MIA,L,2,4,Jesus Luzardo,5.412842655433341,4.874726837766857
2510,Jun 19,nationals,vs,STL,L,6,8,Jack Flaherty,5.412842655433341,4.874726837766857
2511,Jun 20,nationals,vs,STL,L,3,9,Jordan Montgomery,5.412842655433341,4.874726837766857
2512,Jun 21,nationals,vs,STL,W,3,0,Miles Mikolas,5.412842655433341,4.874726837766857
2513,Jun 22,nationals,vs,ARI,L,3,5,Tommy Henry,5.412842655433341,4.874726837766857
2514,Jun 23,nationals,at,SDP,L,3,13,Joe Musgrove,5.412842655433341,4.874726837766857
2515,Jun 24,nationals,at,SDP,W,2,0,Matt Waldron,5.412842655433341,4.874726837766857
2516,Jun 25,nationals,at,SDP,W,8,3,Seth Lugo,5.412842655433341,4.874726837766857
2517,Jun 26,nationals,at,SEA,L,4,8,Luis Castillo,5.412842655433341,4.874726837766857
2518,Jun 27,nationals,at,SEA,W,7,4,Bryan Woo,5.412842655433341,4.874726837766857
2519,Jun 28,nationals,at,SEA,W,4,1,Logan Gilbert,5.412842655433341,4.874726837766857
2520,Jun 30,nationals,at,PHI,W,2,1,Cristopher Sanchez,5.412842655433341,4.874726837766857
2521,Jul 1,nationals,at,PHI,L,4,19,Zack Wheeler,5.412842655433341,4.874726837766857
2522,Jul 2,nationals,at,PHI,W,5,4,Ranger Suarez,5.412842655433341,4.874726837766857
2523,Jul 3,nationals,vs,CIN,L,2,3,Luke Weaver,5.412842655433341,4.874726837766857
2524,Jul 4,nationals,vs,CIN,L,4,8,Brett Kennedy,5.412842655433341,4.874726837766857
2525,Jul 5,nationals,vs,CIN,L,2,9,Graham Ashcraft,5.412842655433341,4.874726837766857
2526,Jul 6,nationals,vs,CIN,L,4,5,Brandon Williamson,5.412842655433341,4.874726837766857
2527,Jul 7,nationals,vs,TEX,L,2,7,Cody Bradford,5.412842655433341,4.874726837766857
2528,Jul 8,nationals,vs,TEX,,,,Andrew Heaney,5.412842655433341,4.874726837766857
2529,Jul 9,nationals,vs,TEX,,,,Dane Dunning,5.412842655433341,4.874726837766857
2530,Jul 14,nationals,at,STL,,,,Jack Flaherty,5.412842655433341,4.874726837766857
2531,Jul 15,nationals,at,STL,,,,Jordan Montgomery,5.412842655433341,4.874726837766857
2532,Jul 16,nationals,at,STL,,,,Miles Mikolas,5.412842655433341,4.874726837766857
2533,Jul 17,nationals,at,CHC,,,,Justin Steele,5.412842655433341,4.874726837766857
2534,Jul 18,nationals,at,CHC,,,,Jameson Taillon,5.412842655433341,4.874726837766857
2535,Jul 19,nationals,at,CHC,,,,Kyle Hendricks,5.412842655433341,4.874726837766857
2536,Jul 21,nationals,vs,SFG,,,,Alex Wood,5.412842655433341,4.874726837766857
2537,Jul 22,nationals,vs,SFG,,,,Ross Stripling,5.412842655433341,4.874726837766857
2538,Jul 23,nationals,vs,SFG,,,,,5.412842655433341,4.874726837766857
2539,Jul 24,nationals,vs,COL,,,,,5.412842655433341,4.874726837766857
2540,Jul 25,nationals,vs,COL,,,,,5.412842655433341,4.874726837766857
2541,Jul 26,nationals,vs,COL,,,,,5.412842655433341,4.874726837766857
2542,Jul 27,nationals,at,NYM,,,,,5.412842655433341,4.874726837766857
2543,Jul 28,nationals,at,NYM,,,,,5.412842655433341,4.874726837766857
2544,Jul 29,nationals,at,NYM,,,,,5.412842655433341,4.874726837766857
2545,Jul 30,nationals,at,NYM,,,,,5.412842655433341,4.874726837766857
2546,Jul 31,nationals,vs,MIL,,,,,5.412842655433341,4.874726837766857
2547,Aug 1,nationals,vs,MIL,,,,,5.412842655433341,4.874726837766857
2548,Aug 2,nationals,vs,MIL,,,,,5.412842655433341,4.874726837766857
2549,Aug 4,nationals,at,CIN,,,,,5.412842655433341,4.874726837766857
2550,Aug 5,nationals,at,CIN,,,,,5.412842655433341,4.874726837766857
2551,Aug 6,nationals,at,CIN,,,,,5.412842655433341,4.874726837766857
2552,Aug 7,nationals,at,PHI,,,,,5.412842655433341,4.874726837766857
2553,Aug 8,nationals,at,PHI,,,,,5.412842655433341,4.874726837766857
2554,Aug 9,nationals,at,PHI,,,,,5.412842655433341,4.874726837766857
2555,Aug 10,nationals,at,PHI,,,,,5.412842655433341,4.874726837766857
2556,Aug 11,nationals,vs,OAK,,,,,5.412842655433341,4.874726837766857
2557,Aug 12,nationals,vs,OAK,,,,,5.412842655433341,4.874726837766857
2558,Aug 13,nationals,vs,OAK,,,,,5.412842655433341,4.874726837766857
2559,Aug 15,nationals,vs,BOS,,,,,5.412842655433341,4.874726837766857
2560,Aug 16,nationals,vs,BOS,,,,,5.412842655433341,4.874726837766857
2561,Aug 17,nationals,vs,BOS,,,,,5.412842655433341,4.874726837766857
2562,Aug 18,nationals,vs,PHI,,,,,5.412842655433341,4.874726837766857
2563,Aug 19,nationals,vs,PHI,,,,,5.412842655433341,4.874726837766857
2564,Aug 20,nationals,vs,PHI,,,,,5.412842655433341,4.874726837766857
2565,Aug 22,nationals,at,NYY,,,,,5.412842655433341,4.874726837766857
2566,Aug 23,nationals,at,NYY,,,,,5.412842655433341,4.874726837766857
2567,Aug 24,nationals,at,NYY,,,,,5.412842655433341,4.874726837766857
2568,Aug 25,nationals,at,MIA,,,,,5.412842655433341,4.874726837766857
2569,Aug 26,nationals,at,MIA,,,,,5.412842655433341,4.874726837766857
2570,Aug 27,nationals,at,MIA,,,,,5.412842655433341,4.874726837766857
2571,Aug 28,nationals,at,TOR,,,,,5.412842655433341,4.874726837766857
2572,Aug 29,nationals,at,TOR,,,,,5.412842655433341,4.874726837766857
2573,Aug 30,nationals,at,TOR,,,,,5.412842655433341,4.874726837766857
2574,Aug 31,nationals,vs,MIA,,,,,5.412842655433341,4.874726837766857
2575,Sep 1,nationals,vs,MIA,,,,,5.412842655433341,4.874726837766857
2576,Sep 2,nationals,vs,MIA,,,,,5.412842655433341,4.874726837766857
2577,Sep 3,nationals,vs,MIA,,,,,5.412842655433341,4.874726837766857
2578,Sep 5,nationals,vs,NYM,,,,,5.412842655433341,4.874726837766857
2579,Sep 6,nationals,vs,NYM,,,,,5.412842655433341,4.874726837766857
2580,Sep 8,nationals,vs,LAD,,,,,5.412842655433341,4.874726837766857
2581,Sep 9,nationals,vs,LAD,,,,,5.412842655433341,4.874726837766857
2582,Sep 10,nationals,vs,LAD,,,,,5.412842655433341,4.874726837766857
2583,Sep 11,nationals,at,PIT,,,,,5.412842655433341,4.874726837766857
2584,Sep 12,nationals,at,PIT,,,,,5.412842655433341,4.874726837766857
2585,Sep 13,nationals,at,PIT,,,,,5.412842655433341,4.874726837766857
2586,Sep 14,nationals,at,PIT,,,,,5.412842655433341,4.874726837766857
2587,Sep 15,nationals,at,MIL,,,,,5.412842655433341,4.874726837766857
2588,Sep 16,nationals,at,MIL,,,,,5.412842655433341,4.874726837766857
2589,Sep 17,nationals,at,MIL,,,,,5.412842655433341,4.874726837766857
2590,Sep 18,nationals,vs,CHW,,,,,5.412842655433341,4.874726837766857
2591,Sep 19,nationals,vs,CHW,,,,,5.412842655433341,4.874726837766857
2592,Sep 20,nationals,vs,CHW,,,,,5.412842655433341,4.874726837766857
2593,Sep 21,nationals,vs,ATL,,,,,5.412842655433341,4.874726837766857
2594,Sep 22,nationals,vs,ATL,,,,,5.412842655433341,4.874726837766857
2595,Sep 23,nationals,vs,ATL,,,,,5.412842655433341,4.874726837766857
2596,Sep 24,nationals,vs,ATL,,,,,5.412842655433341,4.874726837766857
2597,Sep 26,nationals,at,BAL,,,,,5.412842655433341,4.874726837766857
2598,Sep 27,nationals,at,BAL,,,,,5.412842655433341,4.874726837766857
2599,Sep 29,nationals,at,ATL,,,,,5.412842655433341,4.874726837766857
2600,Sep 30,nationals,at,ATL,,,,,5.412842655433341,4.874726837766857
2601,Oct 1,nationals,at,ATL,,,,,5.412842655433341,4.874726837766857
2602,na,na,na,na,na,na,na,na,5.412842655433341,4.874726837766857
2603,Mar 30,orioles,at,BOS,W,10,9,Corey Kluber,5.412842655433341,4.874726837766857
2604,Apr 1,orioles,at,BOS,L,8,9,Chris Sale,5.412842655433341,4.874726837766857
2605,Apr 2,orioles,at,BOS,L,5,9,Tanner Houck,5.412842655433341,4.874726837766857
2606,Apr 3,orioles,at,TEX,W,2,0,Jon Gray,5.412842655433341,4.874726837766857
2607,Apr 4,orioles,at,TEX,W,7,2,Andrew Heaney,5.412842655433341,4.874726837766857
2608,Apr 5,orioles,at,TEX,L,2,5,Jacob deGrom,12.27,3.01
2609,Apr 7,orioles,vs,NYY,W,7,6,Clarke Schmidt,8.1,8.98
2610,Apr 8,orioles,vs,NYY,L,1,4,Jhony Brito,0.0,1.48
2611,Apr 9,orioles,vs,NYY,L,3,5,Nestor Cortes,1.8,2.08
2612,Apr 10,orioles,vs,OAK,W,5,1,JP Sears,5.79,4.57
2613,Apr 11,orioles,vs,OAK,W,12,8,Kyle Muller,2.53,3.19
2614,Apr 12,orioles,vs,OAK,L,4,8,Ken Waldichuk,14.54,13.9
2615,Apr 13,orioles,vs,OAK,W,8,7,Adam Oller,4.66,6.28
2616,Apr 14,orioles,at,CHW,W,6,3,Mike Clevinger,3.48,3.57
2617,Apr 15,orioles,at,CHW,L,6,7,Michael Kopech,6.75,9.19
2618,Apr 16,orioles,at,CHW,W,8,4,Dylan Cease,1.65,2.98
2619,Apr 18,orioles,at,WSN,W,1,0,Josiah Gray,4.32,6.1
2620,Apr 19,orioles,at,WSN,W,4,0,MacKenzie Gore,3.0,3.75
2621,Apr 21,orioles,vs,DET,W,2,1,Michael Lorenzen,13.5,8.28
2622,Apr 22,orioles,vs,DET,W,5,1,Joey Wentz,6.39,5.18
2623,Apr 23,orioles,vs,DET,W,2,1,Eduardo Rodriguez,3.0,3.95
2624,Apr 24,orioles,vs,BOS,W,5,4,Chris Sale,8.0,5.56
2625,Apr 25,orioles,vs,BOS,L,6,8,Corey Kluber,8.5,7.4
2626,Apr 26,orioles,vs,BOS,W,6,2,Tanner Houck,4.29,4.19
2627,Apr 27,orioles,at,DET,W,7,4,Joey Wentz,7.56,5.38
2628,Apr 29,orioles,at,DET,L,4,7,Eduardo Rodriguez,2.32,3.41
2629,Apr 29,orioles,at,DET,W,6,4,Matthew Boyd,4.26,4.92
2630,Apr 30,orioles,at,DET,W,5,3,Spencer Turnbull,7.25,5.12
2631,May 2,orioles,at,KCR,W,11,7,Ryan Yarbrough,6.35,5.58
2632,May 3,orioles,at,KCR,L,0,6,Zack Greinke,6.1,5.38
2633,May 4,orioles,at,KCR,W,13,10,Jordan Lyles,6.11,6.09
2634,May 5,orioles,at,ATL,W,9,4,Max Fried,0.45,2.08
2635,May 6,orioles,at,ATL,L,4,5,Spencer Strider,2.57,2.14
2636,May 7,orioles,at,ATL,L,2,3,Bryce Elder,1.75,3.51
2637,May 8,orioles,vs,TBR,L,0,3,Shane McClanahan,2.03,3.23
2638,May 9,orioles,vs,TBR,W,4,2,Zach Eflin,2.25,2.89
2639,May 10,orioles,vs,TBR,W,2,1,Jalen Beeks,6.75,5.6
2640,May 12,orioles,vs,PIT,W,6,3,Johan Oviedo,5.59,3.77
2641,May 13,orioles,vs,PIT,W,2,0,Roansy Contreras,4.74,3.92
2642,May 14,orioles,vs,PIT,L,0,4,Mitch Keller,2.72,2.98
2643,May 15,orioles,vs,LAA,L,5,9,Shohei Ohtani,2.74,3.59
2644,May 16,orioles,vs,LAA,W,7,3,Chase Silseth,3.24,3.88
2645,May 17,orioles,vs,LAA,W,3,1,Griffin Canning,6.38,5.08
2646,May 18,orioles,vs,LAA,L,5,6,Tyler Anderson,5.26,5.78
2647,May 19,orioles,at,TOR,W,6,2,Yusei Kikuchi,3.89,5.44
2648,May 20,orioles,at,TOR,W,6,5,Alek Manoah,5.4,6.44
2649,May 21,orioles,at,TOR,W,8,3,Kevin Gausman,3.27,2.39
2650,May 23,orioles,at,NYY,L,5,6,Gerrit Cole,2.01,3.0
2651,May 24,orioles,at,NYY,W,9,6,Nestor Cortes,5.21,4.5
2652,May 25,orioles,at,NYY,W,3,1,Clarke Schmidt,6.0,4.4
2653,May 26,orioles,vs,TEX,L,2,12,Jon Gray,3.02,4.82
2654,May 27,orioles,vs,TEX,L,3,5,Andrew Heaney,4.13,4.78
2655,May 28,orioles,vs,TEX,W,3,2,Cody Bradford,10.8,8.48
2656,May 29,orioles,vs,CLE,L,0,5,Logan Allen,3.31,3.28
2657,May 30,orioles,vs,CLE,W,8,5,Cal Quantrill,4.75,5.01
2658,May 31,orioles,vs,CLE,L,8,12,Shane Bieber,3.04,4.03
2659,Jun 2,orioles,at,SFG,W,3,2,Logan Webb,2.75,3.28
2660,Jun 3,orioles,at,SFG,L,0,4,Alex Cobb,3.05,3.67
2661,Jun 4,orioles,at,SFG,W,8,3,Anthony DeSclafani,3.48,3.67
2662,Jun 6,orioles,at,MIL,L,3,4,Freddy Peralta,4.62,4.76
2663,Jun 7,orioles,at,MIL,L,2,10,Corbin Burnes,3.75,4.59
2664,Jun 8,orioles,at,MIL,W,6,3,Colin Rea,4.94,5.4
2665,Jun 9,orioles,vs,KCR,W,3,2,Daniel Lynch,4.35,2.22
2666,Jun 10,orioles,vs,KCR,W,6,1,Brady Singer,6.45,4.5
2667,Jun 11,orioles,vs,KCR,W,11,3,Carlos Hernandez,4.31,2.61
2668,Jun 13,orioles,vs,TOR,W,11,6,Chris Bassitt,5.412842655433341,4.874726837766857
2669,Jun 14,orioles,vs,TOR,L,1,3,Jose Berrios,5.412842655433341,4.874726837766857
2670,Jun 15,orioles,vs,TOR,W,4,2,Yusei Kikuchi,5.412842655433341,4.874726837766857
2671,Jun 16,orioles,at,CHC,L,3,10,Kyle Hendricks,5.412842655433341,4.874726837766857
2672,Jun 17,orioles,at,CHC,L,2,3,Justin Steele,5.412842655433341,4.874726837766857
2673,Jun 18,orioles,at,CHC,W,6,3,Jameson Taillon,5.412842655433341,4.874726837766857
2674,Jun 20,orioles,at,TBR,W,8,6,Tyler Glasnow,5.412842655433341,4.874726837766857
2675,Jun 21,orioles,at,TBR,L,2,7,Taj Bradley,5.412842655433341,4.874726837766857
2676,Jun 23,orioles,vs,SEA,L,1,13,Logan Gilbert,5.412842655433341,4.874726837766857
2677,Jun 24,orioles,vs,SEA,W,6,4,Bryce Miller,5.412842655433341,4.874726837766857
2678,Jun 25,orioles,vs,SEA,W,3,2,George Kirby,5.412842655433341,4.874726837766857
2679,Jun 26,orioles,vs,CIN,W,10,3,Brandon Williamson,5.412842655433341,4.874726837766857
2680,Jun 27,orioles,vs,CIN,L,1,3,Andrew Abbott,5.412842655433341,4.874726837766857
2681,Jun 28,orioles,vs,CIN,L,7,11,Luke Weaver,5.412842655433341,4.874726837766857
2682,Jun 30,orioles,vs,MIN,L,1,8,Pablo Lopez,5.412842655433341,4.874726837766857
2683,Jul 1,orioles,vs,MIN,L,0,1,Bailey Ober,5.412842655433341,4.874726837766857
2684,Jul 2,orioles,vs,MIN,W,2,1,Sonny Gray,5.412842655433341,4.874726837766857
2685,Jul 3,orioles,at,NYY,L,3,6,Domingo German,5.412842655433341,4.874726837766857
2686,Jul 4,orioles,at,NYY,L,4,8,Clarke Schmidt,5.412842655433341,4.874726837766857
2687,Jul 5,orioles,at,NYY,W,6,3,Randy Vasquez,5.412842655433341,4.874726837766857
2688,Jul 6,orioles,at,NYY,W,14,1,Luis Severino,5.412842655433341,4.874726837766857
2689,Jul 7,orioles,at,MIN,W,3,1,Bailey Ober,5.412842655433341,4.874726837766857
2690,Jul 8,orioles,at,MIN,W,6,2,Sonny Gray,5.412842655433341,4.874726837766857
2691,Jul 9,orioles,at,MIN,,,,Joe Ryan,5.412842655433341,4.874726837766857
2692,Jul 14,orioles,vs,MIA,,,,Sandy Alcantara,5.412842655433341,4.874726837766857
2693,Jul 15,orioles,vs,MIA,,,,Braxton Garrett,5.412842655433341,4.874726837766857
2694,Jul 16,orioles,vs,MIA,,,,Jesus Luzardo,5.412842655433341,4.874726837766857
2695,Jul 17,orioles,vs,LAD,,,,Emmet Sheehan,5.412842655433341,4.874726837766857
2696,Jul 18,orioles,vs,LAD,,,,Michael Grove,5.412842655433341,4.874726837766857
2697,Jul 19,orioles,vs,LAD,,,,Julio Urias,5.412842655433341,4.874726837766857
2698,Jul 20,orioles,at,TBR,,,,Zach Eflin,5.412842655433341,4.874726837766857
2699,Jul 21,orioles,at,TBR,,,,Taj Bradley,5.412842655433341,4.874726837766857
2700,Jul 22,orioles,at,TBR,,,,Yonny Chirinos,5.412842655433341,4.874726837766857
2701,Jul 23,orioles,at,TBR,,,,,5.412842655433341,4.874726837766857
2702,Jul 24,orioles,at,PHI,,,,,5.412842655433341,4.874726837766857
2703,Jul 25,orioles,at,PHI,,,,,5.412842655433341,4.874726837766857
2704,Jul 26,orioles,at,PHI,,,,,5.412842655433341,4.874726837766857
2705,Jul 28,orioles,vs,NYY,,,,,5.412842655433341,4.874726837766857
2706,Jul 29,orioles,vs,NYY,,,,,5.412842655433341,4.874726837766857
2707,Jul 30,orioles,vs,NYY,,,,,5.412842655433341,4.874726837766857
2708,Jul 31,orioles,at,TOR,,,,,5.412842655433341,4.874726837766857
2709,Aug 1,orioles,at,TOR,,,,,5.412842655433341,4.874726837766857
2710,Aug 2,orioles,at,TOR,,,,,5.412842655433341,4.874726837766857
2711,Aug 3,orioles,at,TOR,,,,,5.412842655433341,4.874726837766857
2712,Aug 4,orioles,vs,NYM,,,,,5.412842655433341,4.874726837766857
2713,Aug 5,orioles,vs,NYM,,,,,5.412842655433341,4.874726837766857
2714,Aug 6,orioles,vs,NYM,,,,,5.412842655433341,4.874726837766857
2715,Aug 8,orioles,vs,HOU,,,,,5.412842655433341,4.874726837766857
2716,Aug 9,orioles,vs,HOU,,,,,5.412842655433341,4.874726837766857
2717,Aug 10,orioles,vs,HOU,,,,,5.412842655433341,4.874726837766857
2718,Aug 11,orioles,at,SEA,,,,,5.412842655433341,4.874726837766857
2719,Aug 12,orioles,at,SEA,,,,,5.412842655433341,4.874726837766857
2720,Aug 13,orioles,at,SEA,,,,,5.412842655433341,4.874726837766857
2721,Aug 14,orioles,at,SDP,,,,,5.412842655433341,4.874726837766857
2722,Aug 15,orioles,at,SDP,,,,,5.412842655433341,4.874726837766857
2723,Aug 16,orioles,at,SDP,,,,,5.412842655433341,4.874726837766857
2724,Aug 18,orioles,at,OAK,,,,,5.412842655433341,4.874726837766857
2725,Aug 19,orioles,at,OAK,,,,,5.412842655433341,4.874726837766857
2726,Aug 20,orioles,at,OAK,,,,,5.412842655433341,4.874726837766857
2727,Aug 22,orioles,vs,TOR,,,,,5.412842655433341,4.874726837766857
2728,Aug 23,orioles,vs,TOR,,,,,5.412842655433341,4.874726837766857
2729,Aug 24,orioles,vs,TOR,,,,,5.412842655433341,4.874726837766857
2730,Aug 25,orioles,vs,COL,,,,,5.412842655433341,4.874726837766857
2731,Aug 26,orioles,vs,COL,,,,,5.412842655433341,4.874726837766857
2732,Aug 27,orioles,vs,COL,,,,,5.412842655433341,4.874726837766857
2733,Aug 28,orioles,vs,CHW,,,,,5.412842655433341,4.874726837766857
2734,Aug 29,orioles,vs,CHW,,,,,5.412842655433341,4.874726837766857
2735,Aug 30,orioles,vs,CHW,,,,,5.412842655433341,4.874726837766857
2736,Sep 1,orioles,at,ARI,,,,,5.412842655433341,4.874726837766857
2737,Sep 2,orioles,at,ARI,,,,,5.412842655433341,4.874726837766857
2738,Sep 3,orioles,at,ARI,,,,,5.412842655433341,4.874726837766857
2739,Sep 4,orioles,at,LAA,,,,,5.412842655433341,4.874726837766857
2740,Sep 5,orioles,at,LAA,,,,,5.412842655433341,4.874726837766857
2741,Sep 6,orioles,at,LAA,,,,,5.412842655433341,4.874726837766857
2742,Sep 8,orioles,at,BOS,,,,,5.412842655433341,4.874726837766857
2743,Sep 9,orioles,at,BOS,,,,,5.412842655433341,4.874726837766857
2744,Sep 10,orioles,at,BOS,,,,,5.412842655433341,4.874726837766857
2745,Sep 11,orioles,vs,STL,,,,,5.412842655433341,4.874726837766857
2746,Sep 12,orioles,vs,STL,,,,,5.412842655433341,4.874726837766857
2747,Sep 13,orioles,vs,STL,,,,,5.412842655433341,4.874726837766857
2748,Sep 14,orioles,vs,TBR,,,,,5.412842655433341,4.874726837766857
2749,Sep 15,orioles,vs,TBR,,,,,5.412842655433341,4.874726837766857
2750,Sep 16,orioles,vs,TBR,,,,,5.412842655433341,4.874726837766857
2751,Sep 17,orioles,vs,TBR,,,,,5.412842655433341,4.874726837766857
2752,Sep 18,orioles,at,HOU,,,,,5.412842655433341,4.874726837766857
2753,Sep 19,orioles,at,HOU,,,,,5.412842655433341,4.874726837766857
2754,Sep 20,orioles,at,HOU,,,,,5.412842655433341,4.874726837766857
2755,Sep 21,orioles,at,CLE,,,,,5.412842655433341,4.874726837766857
2756,Sep 22,orioles,at,CLE,,,,,5.412842655433341,4.874726837766857
2757,Sep 23,orioles,at,CLE,,,,,5.412842655433341,4.874726837766857
2758,Sep 24,orioles,at,CLE,,,,,5.412842655433341,4.874726837766857
2759,Sep 26,orioles,vs,WSN,,,,,5.412842655433341,4.874726837766857
2760,Sep 27,orioles,vs,WSN,,,,,5.412842655433341,4.874726837766857
2761,Sep 28,orioles,vs,BOS,,,,,5.412842655433341,4.874726837766857
2762,Sep 29,orioles,vs,BOS,,,,,5.412842655433341,4.874726837766857
2763,Sep 30,orioles,vs,BOS,,,,,5.412842655433341,4.874726837766857
2764,Oct 1,orioles,vs,BOS,,,,,5.412842655433341,4.874726837766857
2765,na,na,na,na,na,na,na,na,5.412842655433341,4.874726837766857
2766,Mar 30,padres,vs,COL,L,2,7,German Marquez,5.412842655433341,4.874726837766857
2767,Mar 31,padres,vs,COL,L,1,4,Kyle Freeland,5.412842655433341,4.874726837766857
2768,Apr 1,padres,vs,COL,W,8,4,Jose Urena,5.412842655433341,4.874726837766857
2769,Apr 2,padres,vs,COL,W,3,1,Austin Gomber,5.412842655433341,4.874726837766857
2770,Apr 3,padres,vs,ARI,W,5,4,Ryne Nelson,5.412842655433341,4.874726837766857
2771,Apr 4,padres,vs,ARI,L,6,8,Zac Gallen,9.64,2.21
2772,Apr 6,padres,at,ATL,L,6,7,Spencer Strider,0.0,1.78
2773,Apr 7,padres,at,ATL,W,5,4,Jared Shuster,7.71,6.07
2774,Apr 8,padres,at,ATL,W,4,1,Charlie Morton,5.06,4.03
2775,Apr 9,padres,at,ATL,W,10,2,Dylan Dodd,1.8,2.08
2776,Apr 10,padres,at,NYM,L,0,5,Max Scherzer,6.35,7.52
2777,Apr 11,padres,at,NYM,W,4,2,David Peterson,6.0,5.95
2778,Apr 12,padres,at,NYM,L,2,5,Tylor Megill,1.64,3.74
2779,Apr 13,padres,vs,MIL,L,3,4,Colin Rea,5.412842655433341,4.874726837766857
2780,Apr 14,padres,vs,MIL,L,2,11,Eric Lauer,7.71,6.93
2781,Apr 15,padres,vs,MIL,W,10,3,Freddy Peralta,0.75,2.45
2782,Apr 16,padres,vs,MIL,L,0,1,Wade Miley,2.45,4.47
2783,Apr 17,padres,vs,ATL,L,0,2,Max Fried,2.7,2.08
2784,Apr 18,padres,vs,ATL,L,1,8,Spencer Strider,3.38,2.22
2785,Apr 19,padres,vs,ATL,W,1,0,Charlie Morton,3.86,4.26
2786,Apr 20,padres,at,ARI,W,7,5,Ryne Nelson,3.71,4.52
2787,Apr 21,padres,at,ARI,L,0,9,Zac Gallen,3.33,2.79
2788,Apr 22,padres,at,ARI,W,5,3,Merrill Kelly,2.53,4.17
2789,Apr 23,padres,at,ARI,W,7,5,Drey Jameson,2.25,5.53
2790,Apr 25,padres,at,CHC,L,0,6,Justin Steele,1.44,3.48
2791,Apr 26,padres,at,CHC,W,5,3,Drew Smyly,3.13,3.33
2792,Apr 27,padres,at,CHC,L,2,5,Hayden Wesneski,6.23,6.11
2793,Apr 29,padres,vs,SFG,W,16,11,Sean Manaea,6.61,6.9
2794,Apr 30,padres,vs,SFG,W,6,4,Alex Cobb,1.91,2.79
2795,May 1,padres,vs,CIN,W,8,3,Luke Weaver,7.71,7.4
2796,May 2,padres,vs,CIN,L,1,2,Graham Ashcraft,2.1,3.72
2797,May 3,padres,vs,CIN,W,7,1,Luis Cessa,9.55,5.64
2798,May 5,padres,vs,LAD,W,5,2,Clayton Kershaw,1.89,2.97
2799,May 6,padres,vs,LAD,L,1,2,Dustin May,3.15,3.72
2800,May 7,padres,vs,LAD,L,2,5,Julio Urias,3.86,4.32
2801,May 9,padres,at,MIN,W,6,1,Louie Varland,5.91,6.38
2802,May 10,padres,at,MIN,L,3,4,Pablo Lopez,3.77,2.96
2803,May 11,padres,at,MIN,L,3,5,Bailey Ober,0.98,2.52
2804,May 12,padres,at,LAD,L,2,4,Dustin May,2.68,3.43
2805,May 13,padres,at,LAD,L,2,4,Julio Urias,3.77,4.12
2806,May 14,padres,at,LAD,L,0,4,Tony Gonsolin,1.93,5.0
2807,May 15,padres,vs,KCR,W,4,0,Brad Keller,4.31,5.38
2808,May 16,padres,vs,KCR,L,4,5,Brady Singer,7.71,5.0
2809,May 17,padres,vs,KCR,L,3,4,Carlos Hernandez,4.5,4.03
2810,May 19,padres,vs,BOS,L,1,6,James Paxton,3.6,2.88
2811,May 20,padres,vs,BOS,L,2,4,Chris Sale,5.4,3.77
2812,May 21,padres,vs,BOS,W,7,0,Corey Kluber,6.41,6.61
2813,May 23,padres,at,WSN,W,7,4,MacKenzie Gore,3.69,3.67
2814,May 24,padres,at,WSN,L,3,5,Trevor Williams,4.26,4.71
2815,May 25,padres,at,WSN,W,8,6,Jake Irvin,5.5,5.4
2816,May 26,padres,at,NYY,W,5,1,Randy Vasquez,5.412842655433341,4.874726837766857
